Time,Time Code,Country Name,Country Code,"Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]","Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]",Domestic credit provided by financial sector (% of GDP) [FS.AST.DOMS.GD.ZS],Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",Forest area (sq. km) [AG.LND.FRST.K2],GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]","GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]","GNI, Atlas method (current US$) [NY.GNP.ATLS.CD]","GNI, PPP (current international $) [NY.GNP.MKTP.PP.CD]",Gross capital formation (% of GDP) [NE.GDI.TOTL.ZS],High-technology exports (% of manufactured exports) [TX.VAL.TECH.MF.ZS],"Immunization, measles (% of children ages 12-23 months) [SH.IMM.MEAS]",Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],Income share held by lowest 20% [SI.DST.FRST.20],"Industry (including construction), value added (% of GDP) [NV.IND.TOTL.ZS]","Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Merchandise trade (% of GDP) [TG.VAL.TOTL.GD.ZS],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Mobile cellular subscriptions (per 100 people) [IT.CEL.SETS.P2],"Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]",Net barter terms of trade index (2000 = 100) [TT.PRI.MRCH.XD.WD],Net official development assistance and official aid received (current US$) [DT.ODA.ALLD.CD],"Personal remittances, received (current US$) [BX.TRF.PWKR.CD.DT]",Population density (people per sq. km of land area) [EN.POP.DNST],Population growth (annual %) [SP.POP.GROW],"Population, total [SP.POP.TOTL]",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) [SI.POV.DDAY],"Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]","Primary completion rate, total (% of relevant age group) [SE.PRM.CMPT.ZS]","Revenue, excluding grants (% of GDP) [GC.REV.XGRT.GD.ZS]","School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, primary and secondary (gross), gender parity index (GPI) [SE.ENR.PRSC.FM.ZS]","School enrollment, secondary (% gross) [SE.SEC.ENRR]",Statistical Capacity score (Overall average) [IQ.SCI.OVRL],Surface area (sq. km) [AG.SRF.TOTL.K2],Tax revenue (% of GDP) [GC.TAX.TOTL.GD.ZS],Terrestrial and marine protected areas (% of total territorial area) [ER.PTD.TOTL.ZS],Time required to start a business (days) [IC.REG.DURS],"Total debt service (% of exports of goods, services and primary income) [DT.TDS.DECT.EX.ZS]",Urban population growth (annual %) [SP.URB.GROW]
2016,YR2016,"Korea, Rep.",KOR,1.4564,1.927595923,169.6303772,42.28420147,..,1.172,12104300000,61763.99902,1.4148E+12,2.929304795,27690,37240,1.41891E+12,1.90854E+12,29.25238734,30.52458969,98,35.42863077,..,35.12979767,1.977968551,82.27560976,63.72747737,2.607881295,120.2263275,3.4,59.61287457,..,6523600000,525.6562786,0.396851823,51217803,..,..,98.01557,27.31025019,97.71842,0.99482,100.48505,..,100339.0039,14.82501283,3.885269528,8,..,0.308612806
2016,YR2016,Mexico,MEX,61.486,3.349313142,40.5804173,37.06297093,4.22601E+11,2.186,36391491136,659483.9844,1.0779E+12,2.910546459,9400,18290,1.15969E+12,2.25554E+12,23.76881287,20.773093,96,39.03730539,5.1,29.49585704,5.377774167,74.917,71.57068471,0.559230191,90.59237542,14.1,87.87416956,809299987.8,28690957406,63.44472646,1.203251329,123333376,2.2,0.2,103.96939,19.80277237,106.27773,1.03638,102.40406,98.8889,1964375,13.54173126,6.75214757,8.4,19.44574395,1.57086664
2016,YR2016,Netherlands,NLD,3.92,1.766532032,207.1748334,79.53516476,..,1.66,2.41659E+11,3766.000061,7.83528E+11,2.191713719,46900,50580,7.9865E+11,8.61383E+11,20.48756453,23.90129023,94,69.32349997,8.8,17.6375087,0.454667289,81.56097561,136.7408378,1.163626918,123.0177086,4,95.19053786,..,2159875374,505.500564,0.53217888,17030314,0,0.2,..,38.88784576,103.28676,1.0097,132.69165,..,41540,21.90511014,17.89245815,3.5,..,1.043217191
2016,YR2016,Russian Federation,RUS,21.8432,3.850752543,58.84320963,25.73714444,5.33204E+11,1.762,32538900000,8148895,1.28272E+12,0.329280658,9750,23410,1.4298E+12,3.43308E+12,23.53425247,10.11512664,98,20.56520797,7,29.46169591,3.174226097,71.65121951,36.89048025,5.45240651,157.718498,8,127.3562351,..,6688670000,8.813796287,0.170244546,144342396,0,..,96.14293,24.21165686,99.81439,0.99186,102.3967,81.11113333,17098250,9.140619348,7.611176526,10.1,19.17889082,0.324076821
2016,YR2016,Saudi Arabia,SAU,7.9412,2.68563211,34.05945376,31.14420939,..,2.435,7452533333,9770,6.44936E+11,1.670624757,21610,55480,7.01164E+11,1.79993E+12,30.9326037,3.704604264,98,30.71783263,..,43.15746191,-3.046414212,74.761,50.19866005,9.87273833,147.7417643,8,82.08546633,..,307521866.7,15.09174439,2.259766669,32442572,..,..,103.10395,21.47807285,105.12706,0.95616,112.33912,..,2149690,3.389982246,4.040946038,19.3,..,2.525103013
2016,YR2016,Spain,ESP,7.9744,2.825720032,188.2385262,33.8800905,..,1.34,44253339408,184520,1.23208E+12,3.03130133,27530,36650,1.27983E+12,1.7034E+12,18.75332184,7.451264474,97,29.89253394,5.7,20.00852905,0.322898794,83.32926829,48.77150367,1.132741836,110.480234,3.2,93.39991963,..,2632183875,93.04827901,0.08443015,46484062,1.2,0.4,101.20973,15.83997702,104.21417,1.01023,126.19046,..,505935,13.9164512,15.19563264,13,..,0.382971719
2016,YR2016,Switzerland,CHE,2.911,0.653510788,179.0237646,65.74428268,..,1.54,72394830220,12578.00049,6.71309E+11,1.722649108,82110,64680,6.8752E+11,5.41546E+11,23.09970951,27.57731151,94,54.2279949,7.6,25.00166288,-0.604717781,83.60243902,85.34327837,0.682321328,134.1553264,4.3,110.1753518,..,2524093963,211.8974034,1.092031174,8373338,0,..,96.82687,17.66190959,104.62911,0.97613,102.56538,..,41290.40039,9.730908116,9.650516379,10,..,1.120513599
2016,YR2016,Turkey,TUR,27.4958,6.183746426,77.62793063,21.96508273,4.09421E+11,2.092,13950000000,118174.0039,8.63722E+11,3.183831547,11180,25870,8.92795E+11,2.06518E+12,28.22663944,2.513355128,98,24.85056382,5.7,28.18329625,8.098262225,76.86,39.49744698,2.067542609,94.02943867,11.9,103.3295957,3609090088,1186000000,103.7144134,1.632250641,79821724,0.2,..,..,31.21272099,100.94765,0.98184,102.74053,77.7778,785350,18.32477429,0.190624823,10,39.36051249,2.340230847
2016,YR2016,United Kingdom,GBR,14.3918,0.604566623,163.1140694,28.4392369,..,1.79,3.24813E+11,31610,2.69428E+12,1.918155106,42990,42500,2.81994E+12,2.78766E+12,17.40073436,23.98313597,92,30.05904848,7.1,17.58114217,2.140283041,81.15609756,38.81117606,1.810780168,119.0555562,4.4,98.3651441,..,4582283767,271.134481,0.757874493,65611593,0.2,..,100.88255,34.67433133,101.33521,..,..,..,243610,25.14579206,22.26206452,4.5,..,1.072051621
2016,YR2016,United States,USA,21.4754,0.940404126,106.327043,11.8703515,..,1.8205,4.94439E+11,3103700,1.87072E+13,1.56721517,57160,58950,1.84673E+13,1.90452E+13,20.38756948,23.01332375,92,14.64364909,5.1,17.95490244,1.093525424,78.53902439,19.784721,3.207892169,122.5945483,6.7,100.0834725,..,6330000000,35.31830199,0.716669413,322941311,1.2,0.4,..,18.65915313,101.36286,0.99626,98.76993,..,9831510,10.90191682,26.32619972,5.6,..,0.950261502
2016,YR2016,Afghanistan,AFG,75.325,21.08108621,-1.186977849,5.933360842,2596711668,4.8,93591315.3,13500,19362642267,2.260314205,570,1910,20007171971,67454810885,17.80878963,..,64,41.72569458,..,21.82322278,5.102712888,63.763,36.8234867,0.955493294,61.05463771,67.5,163.4791706,4069419922,627710802.4,54.19711424,2.778317409,35383128,..,0.1,79.9346,11.79741887,102.48647,0.64567,51.65594,51.1111,652860,8.842616158,0.10470704,8.5,4.669849707,3.649410221
2016,YR2016,Albania,ALB,19.8596,19.84997641,61.49794558,28.97789662,8741215303,1.659,1044389555,7705.39978,11861353752,3.314804753,4320,12060,12421351410,34689883484,25.22382372,0.784246829,96,45.8319596,7.3,21.14194311,-0.632442184,78.194,55.90424279,1.101507597,116.7444442,9.3,93.42326869,171039993.3,1306009167,104.9671898,-0.159880412,2876101,1.1,..,99.88155,24.27857161,105.55386,0.99355,95.715,82.22223333,28750,17.59022826,13.14774946,5,15.15407184,1.54401448
2016,YR2016,Algeria,DZA,10.368,12.22016044,54.4161136,20.87241999,5463160832,3.052,1638263954,19635.99976,1.60033E+11,3.2,4370,14890,1.77364E+11,6.03752E+11,50.77792686,0.349782374,94,35.0532416,..,34.70096206,1.548620374,76.298,48.18695742,6.381112805,116.0042077,24.5,155.401744,144550003.1,1989023597,17.02595749,2.051354584,40551404,..,0.1,105.59005,..,113.8302,..,..,55.55556667,2381740,..,7.10549986,18,1.013838812,2.910068025
2016,YR2016,American Samoa,ASM,..,..,..,65.49079755,..,..,..,175,652000000,-2.769230769,..,..,..,..,..,..,..,97.39263804,..,..,1.447748904,..,163.0368098,..,..,..,173.2203771,..,..,278.705,-0.12729377,55741,..,..,..,..,..,..,..,..,200,..,8.708521753,..,..,-0.172672561
2016,YR2016,Andorra,AND,..,0.492101388,..,..,..,..,..,160,2877311947,1.889124387,..,..,..,..,..,24.31814395,97,..,..,9.844718945,0.699897362,..,..,..,98.49282637,3.1,..,..,..,164.4617021,-0.919469738,77297,..,..,..,..,..,..,..,..,470,..,21.19093028,..,..,-1.029673946
2016,YR2016,Angola,AGO,153.9008,9.831168609,27.33495133,28.12448456,57167386215,5.686,-179517618.9,577311.9922,1.01124E+11,-2.58009724,3770,6410,1.08727E+11,1.84751E+11,27.21470844,..,45,25.24567072,..,42.64356678,21.77429951,59.925,40.17845401,2.733340725,45.07629005,84,109.7405127,206529998.8,3988048.38,23.13506377,3.37827278,28842484,..,1.9,..,15.72076897,..,..,50.67148,42.22216667,1246700,9.732512234,5.004713342,36,33.61186869,4.480209744
2016,YR2016,Antigua and Barbuda,ATG,43.6256,1.567760997,63.54559939,42.38446109,..,2.003,97431976.47,98.00000191,1436585185,5.497788456,13460,21880,1272589709,2068381416,..,0.026055572,88,47.80097092,..,17.93837237,1.872387958,76.617,36.75382466,..,190.4217843,7,62.94857756,59999.99866,26705675.65,214.8340909,1.021843835,94527,..,..,..,..,..,..,..,57.7778,440,..,0.271690244,22,..,0.401041538
2016,YR2016,Armenia,ARM,22.1604,16.39047353,54.33184283,33.14800495,9955623313,1.744,333733314.1,3322.000122,10546135160,0.2,3760,9010,11045765176,26464459903,18.01550867,6.136138106,97,42.76987508,7.9,25.57713304,0.268575077,74.64,48.0270727,4.083057446,116.9754675,13.7,123.3880546,326429992.7,1382330887,103.1312259,0.361431439,2936146,1.8,0.2,90.75161,22.83472889,94.5179,..,..,92.22223333,29740,21.27737528,23.10900308,5,33.85823454,0.356702332
2016,YR2016,Aruba,ABW,23.8416,..,69.81051076,69.83959477,..,1.872,20982174.3,4.199999869,2646927374,-0.211225106,23550,36430,2469661606,3820427670,22.01350781,4.045859909,..,74.63064584,..,..,-1.452282496,75.868,56.97727163,..,..,..,93.67984745,..,52682566.15,582.6222222,0.50761773,104872,..,..,..,..,..,..,..,..,180,..,0.527983105,..,..,0.702301419
2016,YR2016,Austria,AUT,7.5648,1.111405884,128.3656234,52.45109491,..,1.53,-28939340169,38708.00049,3.95228E+11,2.082608428,46220,51810,4.038E+11,4.52608E+11,24.18846352,14.51024155,95,48.61759054,7.7,25.41738699,1.667629328,81.64146341,78.38190806,0.732544817,126.6614696,3.6,88.63624507,..,2887576591,105.8694934,1.081396299,8736668,0.7,..,99.65672,43.5788263,102.26436,0.97199,100.96302,..,83879.00391,25.44072314,28.44398259,21,..,1.4100618
2016,YR2016,Azerbaijan,AZE,54.5184,5.605111775,44.50357933,46.42764939,14769411269,1.9,4499666000,11656.19995,37867518957,-3.064200035,4760,16280,46471706150,1.58858E+11,25.68150374,2.71506513,98,43.64966934,..,47.5579725,14.62883959,72.493,57.0330473,3.715428329,104.6523726,24.5,99.90544513,79430000.31,643148000,118.033289,1.11785721,9757812,..,..,111.30191,34.91986787,106.43174,..,..,75.55556667,86600,14.55551657,5.518745809,3.5,9.543082774,1.677401514
2016,YR2016,"Bahamas, The",BHS,30.5602,0.872813777,90.50744992,35.27440863,..,1.771,390400036.4,5150,11938400000,0.446254968,28910,29730,10924579932,11234372257,24.51668565,..,89,37.1490317,..,13.39878041,1.1322123,73.329,26.07552101,..,95.30865504,10.9,78.28444512,..,..,37.75534466,0.990519136,377931,..,1.9,77.42339,16.14753225,81.46426,1.01076,73.40247,..,13880,14.0407006,1.240258124,21.5,..,1.094620108
2016,YR2016,Bahrain,BHR,13.493,0.332012486,..,73.74289237,..,2.033,243351063.8,6.100000143,32250132979,3.473516575,21610,44590,30812057246,63571909739,29.76039188,1.051005676,99,65.38897662,..,39.37432222,0.133799316,76.899,68.07413791,4.725706167,210.0492218,7.4,116.9170972,..,..,1832.636175,3.856582461,1425791,..,..,99.51365,..,101.09313,1.01494,103.85384,..,778.0000305,..,1.694772648,8.3,..,3.958735762
2016,YR2016,Bangladesh,BGD,84.0906,14.04554622,61.44300196,16.64971496,38823339912,2.09,2332724781,14264.00024,2.21415E+11,7.113489474,1370,3910,2.16291E+11,6.1762E+11,29.65256533,..,97,21.30458139,8.6,27.3461176,6.72784119,71.785,36.00746666,1.379672324,86.07690632,33.9,68.95699785,2532669922,13574285886,1213.573327,1.091300482,157970840,14.8,0.1,..,10.20957272,..,..,71.41584,74.44443333,147630,8.765027652,4.88867648,19.5,4.704411258,3.325113119
2016,YR2016,Barbados,BRB,35.3818,..,131.1422032,43.03878215,..,1.613,229642052,63.00000191,4840500000,2.279013165,14880,16010,4251420881,4575863406,16.01869125,..,92,42.04337982,..,..,0.151147082,78.888,44.18964983,..,116.2395555,12.9,124.055567,..,108310000,664.6418605,0.165289294,285796,..,1.5,..,..,97.28297,1.02221,106.5098,..,430,..,0.009166204,16,..,-0.014581429
2016,YR2016,Belarus,BLR,15.8802,6.895280624,42.59311797,62.50934712,37515947049,1.733,1246900000,86534.00391,47722657821,-2.526446436,5620,17270,53436206405,1.6407E+11,26.4775827,4.850059879,98,62.69997578,9.9,30.95840925,8.34191705,73.82682927,107.175506,1.264152334,121.112623,3.8,92.99906636,-22309999.47,976600000,46.8083514,0.12551111,9501534,0,0.4,96.86775,28.94264796,101.07704,0.99101,104.79592,87.77776667,207600,13.78823561,9.511258367,9,20.31887824,0.745489102
2016,YR2016,Belgium,BEL,4.9266,0.630477673,150.9424054,79.37668357,..,1.68,57538351507,6838.400269,4.76057E+11,1.511106034,43440,48310,4.92214E+11,5.47414E+11,24.19322721,13.04944363,96,78.18327443,8.6,19.31693528,1.743246189,81.43902439,163.3407917,0.918616598,110.5368746,3.9,96.67583497,..,10786360682,374.2213342,0.506300002,11331422,0.1,..,..,38.00769148,103.31777,1.06966,161.03316,..,30530,22.76076911,24.57816225,4.5,..,0.550223217
2016,YR2016,Belize,BLZ,69.3254,10.4207071,71.96505666,52.60247757,1322207669,2.391,32733410.99,13612.80029,1775100179,-0.58802365,4330,7740,1594062911,2850890984,21.42359227,..,95,61.61170563,..,14.07423213,3.585978484,74.219,78.64344879,1.247544457,60.51248643,14.5,103.6903568,34959999.08,96671006.68,16.15081105,2.047695884,368400,..,1.9,105.33762,28.26535073,114.48416,0.97797,87.0061,62.22223333,22970,26.04564802,20.59179198,43,10.0932078,2.243909177
2016,YR2016,Benin,BEN,88.1498,23.24041643,26.41186931,24.82783287,2316211280,4.977,131701389.4,42610,8578984066,3.96485991,820,2160,8898722265,23485800655,24.58796637,2.830054462,68,36.26282378,..,20.13131496,-0.279995286,60.885,54.15559656,0.928169433,81.7921125,97.6,124.9920368,500720001.2,221726215,96.41776339,2.761409493,10872067,..,1.1,80.74556,..,130.90229,0.87708,59.04252,73.33336667,114760,..,28.87194497,8.5,4.168065122,3.923260328
2016,YR2016,Bermuda,BMU,..,..,..,..,..,1.61,-73213793.63,10,..,..,..,..,..,..,..,48.813978,..,..,..,..,..,81.22707317,..,..,100.8348853,..,105.9502848,..,1445943330,1195.462942,-1.048452613,64555,..,..,..,..,..,..,..,..,4290,..,0.033870824,..,..,-1.053987599
2016,YR2016,Bhutan,BTN,21.745,14.3946237,54.822735,29.61697452,2289670297,2.014,11884162.35,27648.50098,2158972128,8.127033384,2650,8590,1949050273,6324888682,57.00622507,..,97,55.78807887,..,42.55111128,4.383411412,70.781,70.72810158,..,94.79644581,32,112.6695027,51599998.47,34343456.66,19.31388997,1.206226624,736709,..,0.3,100.66216,18.70585769,102.66068,1.04809,85.34537,68.8889,38393.99902,12.84326226,48.00731216,15,16.58425641,3.126839096
2016,YR2016,Bolivia,BOL,66.4978,11.17187546,65.97314763,24.48800571,10994285586,2.829,335365530.4,544750,33941126194,4.263919504,3040,7020,33490607531,77411130760,21.05736237,4.456997569,94,31.91302926,3.9,25.32635872,-1.354869337,70.626,45.84703498,1.634420874,91.60973889,29.3,92.22663661,696450012.2,1246634759,10.18352534,1.480132784,11031813,7.1,0.3,89.91243,..,96.55513,0.9822,91.4264,68.8889,1098580,..,30.86551546,45,9.219526513,1.983313265
2016,YR2016,Bosnia and Herzegovina,BIH,10.125,6.369381022,56.72074193,35.64628152,14425246885,1.286,313198153.4,21850,16913330694,3.145651329,5130,12840,17381745611,43483587546,19.62231386,2.68674262,68,52.29929248,..,23.16355152,1.411051855,76.998,85.53607957,0.934024675,100.5249735,6,103.6614811,446119995.1,1845995097,66.13802734,-1.264581174,3386267,..,0.1,..,38.14102455,..,..,..,72.22226667,51210,19.95149151,1.452410142,80,16.43180552,-0.53588524
2016,YR2016,Botswana,BWA,46.4788,2.049745788,16.06124106,49.75677877,2109180775,2.942,122162734.7,107377.998,15646316818,4.303737457,6880,16650,14857119271,35957995379,28.5703349,0.42086509,97,43.16794491,..,32.0947068,11.95320436,68.178,86.29506968,3.304741643,152.2730166,39.4,91.23462984,90569999.69,24622510.26,3.81123992,1.832852792,2159944,..,21.2,..,33.52103281,..,..,..,42.22216667,581730,20.85072312,29.14329184,48,1.990027817,2.984711864
2016,YR2016,British Virgin Islands,VGB,..,..,..,..,..,..,49737748000,36.19999886,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,135.2035428,..,55.35770323,..,..,195.7,0.693936844,29355,..,..,90.59633,..,122.23864,1.00269,92.32864,..,150,..,0.074344744,..,..,1.49103771
2016,YR2016,Brunei Darussalam,BRN,11.1058,1.203633477,37.33957111,49.57690627,..,1.915,-150550827.3,3800,11400854268,-2.465514923,33160,83860,13919756212,35202474519,34.61965456,13.80403738,98,37.74136081,..,57.28835725,-9.17941212,75.45,66.25819279,3.539384699,124.6910434,11.1,115.4014377,..,..,79.65844402,1.172400865,419800,..,..,..,..,107.12282,1.0142,94.05418,..,5770,..,8.989232504,14.5,..,1.598077934
