Time,Time Code,Country Name,Country Code,"Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]","Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]",Domestic credit provided by financial sector (% of GDP) [FS.AST.DOMS.GD.ZS],Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],"External debt stocks, total (DOD, current US$) [DT.DOD.DECT.CD]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]",Forest area (sq. km) [AG.LND.FRST.K2],GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]","GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]","GNI, Atlas method (current US$) [NY.GNP.ATLS.CD]","GNI, PPP (current international $) [NY.GNP.MKTP.PP.CD]",Gross capital formation (% of GDP) [NE.GDI.TOTL.ZS],High-technology exports (% of manufactured exports) [TX.VAL.TECH.MF.ZS],"Immunization, measles (% of children ages 12-23 months) [SH.IMM.MEAS]",Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],Income share held by lowest 20% [SI.DST.FRST.20],"Industry (including construction), value added (% of GDP) [NV.IND.TOTL.ZS]","Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Merchandise trade (% of GDP) [TG.VAL.TOTL.GD.ZS],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Mobile cellular subscriptions (per 100 people) [IT.CEL.SETS.P2],"Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]",Net barter terms of trade index (2000 = 100) [TT.PRI.MRCH.XD.WD],Net official development assistance and official aid received (current US$) [DT.ODA.ALLD.CD],"Personal remittances, received (current US$) [BX.TRF.PWKR.CD.DT]",Population density (people per sq. km of land area) [EN.POP.DNST],Population growth (annual %) [SP.POP.GROW],"Population, total [SP.POP.TOTL]",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) [SI.POV.DDAY],"Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]","Primary completion rate, total (% of relevant age group) [SE.PRM.CMPT.ZS]","Revenue, excluding grants (% of GDP) [GC.REV.XGRT.GD.ZS]","School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, primary and secondary (gross), gender parity index (GPI) [SE.ENR.PRSC.FM.ZS]","School enrollment, secondary (% gross) [SE.SEC.ENRR]",Statistical Capacity score (Overall average) [IQ.SCI.OVRL],Surface area (sq. km) [AG.SRF.TOTL.K2],Tax revenue (% of GDP) [GC.TAX.TOTL.GD.ZS],Terrestrial and marine protected areas (% of total territorial area) [ER.PTD.TOTL.ZS],Time required to start a business (days) [IC.REG.DURS],"Total debt service (% of exports of goods, services and primary income) [DT.TDS.DECT.EX.ZS]",Urban population growth (annual %) [SP.URB.GROW]
2017,YR2017,Switzerland,CHE,2.763,0.655821442,..,65.03262169,..,1.52,68288266497,..,6.80E+11,1.799476694,81120,67140,6.86E+11,5.67E+11,23.69881063,14.07733081,95,54.4753329,7.7,25.19393854,-0.574037217,83.55121951,83.73472073,0.681602395,131.1359393,4.2,..,..,2591809298,213.8839911,0.933155889,8451840,0,..,97.15868,18.31651332,105.19068,0.97323,102.48743,..,41290.40039,10.40115603,9.665184261,10,..,0.962986439
2017,YR2017,Turkey,TUR,26.559,6.082121487,77.71389683,24.77379437,4.56E+11,2.081,11546000000,..,8.53E+11,7.470866886,10900,27550,8.84E+11,2.23E+12,30.99347294,2.902416506,96,29.28451596,5.8,29.20469634,10.95970412,77.161,45.83131732,2.068141475,95.91170472,11.2,97.3495252,3147209961,1048000000,105.3777685,1.591059209,81101892,0.2,..,89.7489,29.70200571,93.15498,0.96405,105.99227,85.55556667,785350,17.84947319,0.190652367,10,40.23043441,2.276646472
2017,YR2017,United Kingdom,GBR,13.37,0.653773024,164.7617112,30.36612544,..,1.74,1.21E+11,..,2.67E+12,1.892077038,41370,44840,2.73E+12,2.96E+12,17.52463113,23.03295167,92,31.57901342,..,17.56261986,1.890189773,81.25609756,40.67996135,1.771093843,118.5398273,4.3,99.36432741,..,4308885980,273.049473,0.679374474,66058859,..,0.2,100.12286,35.31132175,101.15456,1.01539,125.85187,..,243610,25.44593315,28.8252339,4.5,..,0.988958892
2017,YR2017,United States,USA,19.86,0.91647932,106.8271628,12.09483379,..,1.7655,3.55E+11,..,1.95E+13,2.21701033,59030,60990,1.92E+13,1.98E+13,20.65898709,19.69151286,92,15.04748645,..,18.20794002,1.900777538,78.53902439,20.29596645,3.109010405,123.0448345,6.6,99.594485,..,6126000000,35.54522707,0.631007893,324985539,..,..,98.8322,19.55621903,101.82144,0.99363,98.95234,..,9831510,11.7642667,26.3280836,5.6,..,0.870149208
2017,YR2017,Afghanistan,AFG,68.957,20.46650517,-2.469131139,5.904815515,2716954639,4.633,51533896.77,..,20191764940,2.665292046,550,1940,20091447897,70565716024,19.17422546,..,64,45.33206528,..,22.12766961,1.947722642,64.13,41.40301764,0.943963492,65.92913406,64.7,168.7567961,3811739990,1084019407,55.59599302,2.548346644,36296400,..,0.1,84.41495,12.18567227,102.17579,0.64169,53.6432,51.1111,652860,9.250468049,0.104707035,8.5,4.914458845,3.463407483
2017,YR2017,Albania,ALB,19.642,19.01432927,58.16997746,31.55664614,10062185202,1.638,1022757857,..,13025064967,3.821081417,4290,12960,12335104552,37251301433,25.04915469,0.095825626,96,46.60466583,7.5,20.37511468,1.474254498,78.333,58.31064966,1.107550573,125.7103519,9,94.4383893,168210006.7,1311822432,104.8706934,-0.091972294,2873457,1.7,..,101.9837,25.72258122,107.0466,1.00432,95.26589,88.8889,28750,18.8797444,13.52568255,5,11.1293607,1.541284964
2017,YR2017,Algeria,DZA,10.071,11.94618805,67.98899243,22.66120436,5706713503,3.045,1200965280,..,1.67E+11,1.3,3920,14970,1.62E+11,6.20E+11,48.04799793,0.601269898,88,33.21795024,..,37.40511849,4.698470541,76.499,48.5392621,6.014253329,110.7672465,24,176.7155714,174679992.7,1791681572,17.37771461,2.044952503,41389198,..,0.1,105.63671,..,111.76448,..,..,61.1111,2381740,..,7.105493117,18,0.602087269,2.871374141
2017,YR2017,American Samoa,ASM,..,..,..,60.13289037,..,..,..,..,602000000,-5.85443038,..,..,..,..,..,..,..,102.3255814,..,..,-1.927102129,..,168.1063123,..,..,..,157.9921865,..,..,278.1,-0.217311352,55620,..,..,..,..,..,..,..,..,200,..,8.71956554,..,..,-0.249255966
2017,YR2017,Andorra,AND,..,0.483530784,..,..,..,..,..,..,3013387424,1.724022237,..,..,..,..,..,23.25459292,99,..,..,9.938371328,1.063769418,..,..,..,104.3324113,3,..,..,..,163.8319149,-0.383673623,77001,..,..,..,..,..,..,..,..,470,..,26.72772478,..,..,-0.495265141
2017,YR2017,Angola,AGO,150.526,10.01699586,29.61263029,29.00410005,52617590365,5.6,-7397295409,..,1.22E+11,-0.147207426,3560,6450,1.06E+11,1.92E+11,24.13030458,..,42,23.2527214,..,42.16795333,22.61450476,60.379,40.18626265,2.421112838,44.68610714,80.4,136.836362,223220001.2,1418195.84,23.91653806,3.322080998,29816748,..,2,..,16.36059135,..,..,..,45.5555,1246700,9.223777454,5.004710827,36,25.61727232,4.391957279
2017,YR2017,Antigua and Barbuda,ATG,42.782,1.793598652,61.95529393,..,..,1.999,156934594.9,..,1467977778,3.145543603,14440,23500,1377608772,2242981336,..,0.375050372,99,..,..,19.22069665,-0.931034324,76.752,51.90814272,..,192.819567,6.7,62.72014835,9920000.076,24020044.35,216.8772727,0.946557003,95426,..,..,98.18578,..,103.66896,0.97936,109.20869,54.44446667,440,..,0.258339766,22,..,0.412161454
2017,YR2017,Armenia,ARM,21.49,14.99426012,58.39470221,37.32950312,10328628739,1.75,250935110.2,..,11527458566,7.500000002,3950,9960,11623145819,29332676835,19.28968627,7.569736185,96,49.50063827,8.4,25.80953238,2.150641898,74.797,55.81455759,3.839825869,118.4642306,13,132.6234113,256200012.2,1538655752,103.4355111,0.294612228,2944809,1.4,0.2,91.98771,22.52546511,94.08352,..,..,91.1111,29740,20.78065336,23.11050281,5,27.12643608,0.32788567
2017,YR2017,Aruba,ABW,22.674,..,73.06967315,70.81092263,..,1.886,162458100.6,..,2700558659,1.330511037,23630,36960,2490319228,3894622536,21.47290029,6.541585132,..,75.23789822,..,..,0.686526038,76.01,..,..,..,..,95.63085064,..,56140340.16,585.3666667,0.469944453,105366,..,..,..,..,..,..,..,..,180,..,0.141163456,..,..,0.70398038
2017,YR2017,Austria,AUT,7.34,1.20325166,124.9463368,54.03767102,..,1.52,13520042222,..,4.17E+11,2.476443921,45120,53460,3.97E+11,4.70E+11,24.7655165,12.87232696,96,50.7355053,8,25.47173574,1.132802209,81.64390244,82.38559485,0.756179042,123.1192958,3.6,87.30549661,..,2986871717,106.6074453,0.694621104,8797566,0.3,..,99.45318,43.4105715,103.11315,0.97173,100.45521,..,83879.00391,25.35292261,28.39798166,21,..,1.020478626
2017,YR2017,Azerbaijan,AZE,55.838,5.607369011,32.1754345,48.54786473,15467694868,1.9,2867487000,..,40865558912,-0.282011197,4070,16770,40151671841,1.65E+11,24.3789257,3.052943251,98,41.85445095,..,49.7017251,16.73394784,72.693,59.36049976,3.847314958,102.8610548,22.9,120.4254685,123529998.8,1133371000,119.1972058,0.981261805,9854033,..,..,107.17217,35.0758767,103.2941,..,..,82.22223333,86600,13.16404551,5.519156836,3.5,10.77700542,1.56477338
2017,YR2017,"Bahamas, The",BHS,30.001,0.789274427,85.62565964,34.5017448,..,1.762,304587573.1,..,12150400000,0.066664463,29930,30230,11425017490,11540750433,27.09128918,..,90,41.15255465,..,13.93205162,1.707979271,73.554,30.27883856,..,92.60913413,10.5,78.25976451,..,..,38.13796204,1.008311908,381761,..,1.8,..,16.95436245,..,..,79.3618,..,13880,15.11551764,8.555106417,21.5,..,1.120364692
2017,YR2017,Bahrain,BHR,13.368,0.291007297,..,75.44497395,..,2.01,518882978.7,..,35432686170,3.803522262,21180,44980,31649255224,67210054584,32.94214607,..,99,67.38504011,..,41.31455434,5.842594648,77.032,74.01075909,4.389060137,158.2568089,7.3,129.6872684,..,..,1920.403524,4.677986951,1494074,..,..,99.4512,..,101.21309,1.01399,102.20338,..,778.0000305,..,1.686352006,8.3,..,4.785713216
2017,YR2017,Bangladesh,BGD,82.962,13.413466,63.66930976,15.03610763,47158386507,2.062,1810395804,..,2.50E+11,7.284184092,1520,4170,2.43E+11,6.66E+11,30.51045462,..,97,20.26789246,..,27.75089998,6.278683267,72.052,35.51402702,1.37505781,94.5264735,31.9,65.23708961,3781679932,13501933033,1226.631274,1.070244022,159670593,..,0.1,..,..,114.98866,1.11664,69.66317,70.00003333,147630,..,4.888648581,19.5,5.519418529,3.255244392
2017,YR2017,Barbados,BRB,33.55,..,131.9120984,42.09434913,..,1.615,286157362.7,..,4989500000,-0.173066522,15000,16300,4293365177,4665316372,10.94650967,..,92,40.62884758,..,..,3.256897523,78.981,41.78775428,..,115.1391179,12.6,120.1479571,..,108310000,665.6581395,0.152789486,286233,..,1.5,..,..,97.76968,1.00208,106.32745,..,430,..,0.008873615,16,..,0.04373791
2017,YR2017,Belarus,BLR,14.507,7.565802538,36.95160452,66.7896002,39584221158,1.541,1276300000,..,54726595249,2.5321835,5300,18200,50353437727,1.73E+11,28.03035891,4.36287332,97,66.57815452,9.9,31.55448509,8.623147404,74.12926829,115.9856551,1.162416943,120.7921902,3.6,97.76388586,-250169998.2,1253800000,46.79224208,-0.034421419,9498264,0,0.4,101.68101,29.46718427,101.96579,0.98858,103.51346,87.77776667,207600,13.01900561,9.353493353,9,11.77517294,0.572798444
2017,YR2017,Belgium,BEL,4.651,0.63705726,132.8711106,82.31144519,..,1.65,-36143116557,..,5.03E+11,1.964192755,42720,50760,4.86E+11,5.77E+11,24.1137464,10.69673738,96,80.91774241,8.7,19.31130786,1.71810058,81.49268293,166.8909508,0.910370733,99.45303522,3.8,95.70548439,..,11436486859,375.6657199,0.385228018,11375158,0.1,..,..,38.35935576,103.90557,1.07024,158.54185,..,30530,23.28169173,24.64917303,4.5,..,0.428116624
2017,YR2017,Belize,BLZ,68.487,11.20433785,71.99950298,54.97648175,1368093309,2.346,25637115.5,..,1836593466,1.437288946,4290,7650,1612570547,2873161341,18.69306561,8.17E-05,90,58.43501705,..,13.54520825,1.998206105,74.365,74.75797041,1.323024681,63.72026431,13.8,99.53995533,34080001.83,90214516.3,16.47387111,1.980528851,375769,..,1.9,102.60971,29.37369971,113.23061,0.99239,84.04008,62.22223333,22970,26.33800701,20.59045099,48,9.671508557,2.212753797
2017,YR2017,Benin,BEN,86.096,23.01775639,28.36649383,27.2863996,2897815038,4.906,200406480.3,..,9269594835,5.837823305,800,2260,8945919751,25258969765,28.38018586,3.581709205,70,40.29072884,..,21.54053482,0.031707418,61.174,59.73292359,1.264102966,78.50459562,95.5,129.5474743,680000000,195776833.9,99.10610145,2.750055592,11175204,..,1,..,..,126.64611,..,..,73.33336667,114760,..,23.47190856,8.5,3.955510906,3.909235051
2017,YR2017,Bermuda,BMU,..,..,..,..,..,1.6,-288109271,..,..,..,..,..,..,..,..,21.79230484,..,..,..,..,..,81.44195122,..,..,103.0896604,..,112.5293156,..,1505955305,1182.851831,-1.054914414,63874,..,..,..,..,..,..,..,..,4290,..,0.000390137,..,..,-1.06051808
2017,YR2017,Bhutan,BTN,20.184,15.03361878,61.47879897,30.08318939,2607949877,1.994,-16553759.95,..,2450364929,4.651834826,2800,9000,2085855964,6713224811,51.94944697,..,97,52.72665511,6.7,41.8429636,5.104921021,71.129,65.37801701,..,97.99614519,30.8,120.5331337,118540000.9,43153828.43,19.54614144,1.195337374,745568,1.5,0.3,100,18.48704552,101.33414,1.04927,87.8676,65.5556,38393.99902,12.41138742,48.00785105,12,11.04949539,3.05206233
2017,YR2017,Bolivia,BOL,64.9,11.58933645,68.2720359,24.90414423,12989922752,2.777,712474137.8,..,37508642258,4.195209367,3090,7270,34622586194,81356383848,22.22028654,5.679736563,83,31.80050839,4.1,26.36997525,6.06139712,70.945,45.72279605,1.542397438,97.94841441,28,103.0610139,949159973.1,1407996989,10.33218314,1.44923493,11192854,5.8,0.3,91.61031,..,97.52736,0.98307,90.29645,67.77776667,1098580,..,30.8654915,41,10.01958845,1.945543568
2017,YR2017,Bosnia and Herzegovina,BIH,9.642,5.601857227,57.07941156,40.07650758,15317580481,1.276,464142734.2,..,18080118128,2.127645789,5110,13690,17118771639,45866697752,21.03891553,5.428402231,69,56.41663148,..,23.90769486,2.735744243,77.128,93.19629374,0.906093302,102.6423792,5.9,103.2487302,440540008.5,2016664396,65.45951172,-1.031207183,3351527,..,0.1,..,38.70530944,..,..,..,65.55556667,51210,20.25933741,1.395147508,80,11.56051,-0.280614548
2017,YR2017,Botswana,BWA,46.061,1.98985636,17.05283097,39.97300818,1717710200,2.91,177114236.2,..,17405538618,2.907531122,7020,17190,15485397070,37913095469,28.24326223,0.936362828,97,33.89927584,..,29.83527131,2.608920493,68.812,64.57714551,3.021655905,146.9601556,37.5,86.92200149,102089996.3,36333755.67,3.89096748,2.070326167,2205128,..,20.7,..,31.07204537,..,..,..,49.99996667,581730,22.1454406,29.14323742,48,2.447406623,3.193041255
2017,YR2017,British Virgin Islands,VGB,..,..,..,..,..,..,57635294000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,148.9096257,..,54.77199419,..,..,197.18,0.753414274,29577,..,..,95.49763,..,128.82535,1.01445,101.57658,..,150,..,0.023926598,..,..,1.562025641
2017,YR2017,Brunei Darussalam,BRN,10.272,1.086449483,29.26186097,49.5732417,..,1.881,467927550.3,..,12128104859,1.328602552,29800,84530,12651397121,35880244129,34.80471468,30.32708333,97,35.60350735,..,59.72051088,4.953690289,75.585,71.37141458,2.865123829,128.3313662,11.4,142.1057329,..,..,80.54516129,1.10699921,424473,..,..,107.42722,..,104.85771,1.01496,92.93732,..,5770,..,8.98950186,12.5,..,1.524501679
2017,YR2017,Bulgaria,BGR,39.86,4.071158176,53.97930574,68.14647302,40438225251,1.56,2020340000,..,58220973783,3.811248158,7860,21220,55638208776,1.50E+11,20.13875349,9.531543938,94,63.75663706,5.7,24.66674914,3.402636334,74.81463415,112.7102412,1.421706257,120.1404474,7.4,110.7334171,..,2193590000,65.18005711,-0.730443175,7075947,1.3,0.1,89.81647,32.77123092,89.33377,0.9805,98.18347,87.77776667,111000,20.08552441,28.29699048,23,21.32755934,-0.274061375
